machine_id,temperature,torque,tool_wear,vibration_index,anomaly_score
M_3,302.69,43.51,0.1773,0.579,0.169
M_2,306.3,44.1,0.4097,0.675,0.35
M_3,306.2,44.63,0.5705,0.818,0.473
M_2,306.16,41.73,0.5213,0.77,0.433
M_2,301.94,43.63,0.2024,0.475,0.143
M_3,304.92,37.96,0.3903,0.795,0.363
M_1,305.67,40.98,0.4011,0.72,0.353
M_1,308.68,40.68,0.3541,0.636,0.335
M_1,306.28,41.86,0.3252,0.673,0.307
M_3,299.28,43.09,0.2962,0.711,0.241
M_3,300.38,40.48,0.1076,0.721,0.154
M_2,300.43,42.29,0.2269,0.595,0.176
M_3,304.09,39.69,0.2838,0.716,0.277
M_3,302.63,40.26,0.344,0.505,0.23
M_1,305.71,42.44,0.1985,0.584,0.212
M_3,312.53,42.0,0.7825,1.034,0.707
M_2,300.08,42.59,0.2528,0.748,0.232
M_3,303.54,40.23,0.1917,0.519,0.167
M_3,301.43,39.54,0.3711,0.678,0.283
M_3,298.09,39.7,0.1426,0.616,0.136
M_2,305.58,39.98,0.3573,0.745,0.338
M_1,302.97,42.31,0.4839,0.82,0.398
M_1,302.4,41.09,0.1345,0.531,0.131
M_3,307.47,41.2,0.3941,0.675,0.354
M_1,300.16,44.74,0.1363,0.461,0.088
M_3,307.39,40.08,0.4927,0.655,0.397
M_3,303.07,37.9,0.1802,0.51,0.154
M_3,300.53,40.81,0.0554,0.505,0.064
M_2,301.93,37.52,0.2394,0.441,0.151
M_2,303.73,42.96,0.2103,0.596,0.201
M_1,301.5,39.24,0.1401,0.571,0.136
M_1,299.72,36.72,0.1068,0.563,0.102
M_2,308.47,44.78,0.1822,0.446,0.19
M_1,304.82,42.36,0.2784,0.716,0.282
M_3,305.21,44.15,0.298,0.723,0.298
M_3,302.63,43.62,0.3379,0.585,0.251
M_3,299.9,41.91,0.2202,0.542,0.153
M_2,307.14,42.47,0.5868,0.818,0.49
M_2,307.62,44.77,0.3534,0.733,0.353
M_2,302.65,42.82,0.1624,0.371,0.099
M_2,304.29,43.62,0.3811,0.654,0.31
M_1,304.07,41.2,0.3312,0.679,0.29
M_3,308.64,40.05,0.3989,0.618,0.351
M_3,303.3,39.96,0.2227,0.575,0.197
M_2,304.53,44.08,0.1437,0.418,0.122
M_3,300.04,36.36,0.1903,0.46,0.113
M_2,297.24,42.41,0.2776,0.565,0.188
M_2,315.62,42.26,0.8143,1.062,0.762
M_3,306.51,39.12,0.4968,0.598,0.373
M_3,309.42,45.16,0.6168,0.847,0.537
M_1,302.93,36.08,0.1435,0.521,0.137
M_2,311.9,42.3,0.6154,0.923,0.584
M_3,303.23,38.29,0.3021,0.522,0.22
M_1,299.19,40.07,0.2732,0.627,0.205
M_3,303.34,39.69,0.4171,0.812,0.366
M_2,301.86,39.81,0.1902,0.553,0.16
M_2,298.98,41.13,0.1053,0.503,0.084
M_2,303.14,39.94,0.3155,0.609,0.252
M_3,305.25,38.65,0.0846,0.446,0.109
M_2,306.09,40.52,0.2753,0.696,0.287
M_2,308.08,40.56,0.5313,0.703,0.437
M_3,302.03,42.5,0.2012,0.521,0.157
M_3,302.89,39.2,0.2881,0.739,0.275
M_1,300.44,39.21,0.2105,0.597,0.169
M_1,308.2,40.69,0.0251,0.433,0.105
M_3,297.47,39.12,0.1995,0.618,0.165
M_3,307.97,39.17,0.5576,0.838,0.49
M_3,303.59,41.44,0.3858,0.606,0.291
M_2,302.82,40.88,0.3934,0.802,0.345
M_2,305.26,40.78,0.047,0.424,0.083
M_1,312.35,41.36,0.4467,0.65,0.422
M_3,306.18,42.9,0.3496,0.689,0.323
M_3,293.07,42.43,0.1297,0.485,0.09
M_3,302.23,39.4,0.1787,0.456,0.128
M_1,309.56,41.01,0.3742,0.635,0.353
M_3,305.36,39.29,0.292,0.583,0.255
M_2,295.17,39.24,0.0404,0.566,0.07
M_2,307.58,41.77,0.4625,0.754,0.413
M_2,299.55,40.85,0.1749,0.461,0.106
M_2,307.97,45.45,0.2687,0.676,0.297
M_2,303.59,44.36,0.2451,0.535,0.199
M_2,306.83,39.11,0.089,0.605,0.174
M_1,301.62,41.11,0.0995,0.522,0.103
M_1,304.15,41.04,0.5157,0.925,0.457
M_1,298.95,41.2,0.1933,0.558,0.144
M_3,302.98,41.31,0.163,0.514,0.145
M_2,307.1,42.06,0.3436,0.628,0.311
M_1,305.9,43.97,0.0813,0.406,0.101
M_2,302.73,41.71,0.3509,0.688,0.289
M_1,304.69,40.04,0.5254,0.852,0.445
M_2,307.18,42.29,0.5693,0.873,0.498
M_3,314.85,44.14,0.5845,0.8,0.561
M_1,307.26,42.18,0.2893,0.731,0.316
M_2,297.91,43.42,0.1268,0.584,0.118
M_3,307.74,45.15,0.3665,0.653,0.337
M_3,301.2,39.03,0.2619,0.584,0.198
M_1,303.9,43.64,0.3395,0.667,0.289
M_2,304.64,40.92,0.4438,0.853,0.404
M_1,304.73,40.5,0.3712,0.649,0.308
M_3,302.42,46.83,0.4292,0.769,0.35
M_3,310.69,42.45,0.4408,0.683,0.412
M_1,307.26,42.39,0.2257,0.629,0.254
M_3,305.38,42.25,0.4975,0.753,0.409
M_1,298.9,41.89,0.1452,0.548,0.117
M_2,307.53,40.96,0.3277,0.621,0.305
M_3,302.56,41.0,0.2264,0.541,0.181
M_3,304.61,40.54,0.4156,0.653,0.33
M_3,303.51,42.49,0.3119,0.514,0.225
M_3,301.91,45.17,0.1413,0.475,0.112
M_1,302.99,41.81,0.3072,0.565,0.233
M_2,311.86,44.74,0.4703,0.836,0.485
M_1,303.77,42.08,0.514,0.814,0.419
M_1,305.75,38.06,0.3864,0.817,0.376
M_2,307.08,41.76,0.377,0.731,0.359
M_3,302.85,42.07,0.3519,0.697,0.294
M_1,313.95,45.26,0.6516,0.979,0.639
M_3,301.51,43.61,0.2597,0.663,0.224
M_3,302.1,37.06,0.0732,0.34,0.04
M_1,308.13,42.79,0.4328,0.541,0.34
M_3,307.37,39.23,0.4009,0.757,0.381
M_3,305.48,40.56,0.2285,0.599,0.229
M_2,306.07,46.22,0.3485,0.712,0.329
M_2,307.12,43.49,0.3322,0.686,0.323
M_2,306.33,38.0,0.3429,0.685,0.32
M_2,301.1,39.03,0.1175,0.542,0.112
M_3,313.77,40.44,0.5648,0.824,0.547
M_3,300.51,38.61,0.1321,0.456,0.088
M_3,308.96,42.74,0.2265,0.76,0.311
M_1,304.59,41.38,0.1888,0.565,0.19
M_3,311.52,41.76,0.7236,1.068,0.677
M_1,304.45,41.87,0.2889,0.548,0.233
M_3,303.12,42.85,0.0136,0.422,0.045
M_3,303.64,38.32,0.1363,0.378,0.098
M_1,306.6,40.88,0.542,0.808,0.459
M_3,301.69,43.67,0.1909,0.612,0.176
M_1,302.86,42.04,0.2089,0.667,0.213
M_1,302.45,43.4,0.361,0.68,0.289
M_1,302.63,42.14,0.2502,0.602,0.212
M_1,305.29,41.34,0.3271,0.694,0.305
M_1,298.71,43.97,0.1075,0.452,0.069
M_3,303.23,46.11,0.2886,0.624,0.244
M_1,308.72,42.45,0.2943,0.64,0.306
M_3,303.8,46.68,0.3322,0.776,0.317
M_3,304.64,39.6,0.0743,0.381,0.078
M_2,301.85,43.14,0.4285,0.867,0.373
M_3,310.81,42.52,0.4187,0.754,0.424
M_2,304.57,40.03,0.2182,0.503,0.186
M_3,308.0,41.71,0.4121,0.825,0.413
M_1,307.07,38.42,0.384,0.522,0.299
M_2,307.1,39.99,0.5764,0.929,0.518
M_1,303.13,44.49,0.4607,0.786,0.378
M_2,309.56,43.06,0.4497,0.734,0.421
M_1,302.53,40.34,0.3454,0.696,0.287
M_1,298.55,42.72,0.2157,0.481,0.132
M_1,307.4,40.8,0.4796,0.781,0.428
M_3,303.27,37.97,0.2293,0.603,0.208
M_2,297.38,40.86,0.2218,0.414,0.115
M_2,304.49,46.04,0.2998,0.624,0.262
M_3,299.34,37.37,0.0299,0.326,0.0
M_2,307.09,41.17,0.241,0.631,0.261
M_2,302.48,39.47,0.1127,0.495,0.11
M_3,300.84,39.17,0.2474,0.664,0.211
M_2,318.75,45.33,0.5873,0.982,0.656
M_2,308.78,42.76,0.2925,0.689,0.321
M_1,310.26,45.7,0.5757,0.872,0.532
M_1,307.0,44.09,0.2653,0.659,0.28
M_1,309.26,41.56,0.3399,0.712,0.356
M_2,297.78,40.0,0.1614,0.537,0.122
M_1,304.86,44.64,0.3818,0.686,0.325
M_2,305.44,42.24,0.3193,0.58,0.268
M_1,301.44,39.72,0.1524,0.466,0.11
M_2,300.26,39.47,0.0725,0.331,0.018
M_1,306.59,43.05,0.1031,0.429,0.126
M_2,302.81,41.07,0.0763,0.357,0.053
M_3,306.53,41.33,0.2027,0.534,0.207
M_3,307.64,39.71,0.3031,0.58,0.282
M_3,308.04,40.43,0.2537,0.665,0.287
M_2,302.64,40.79,0.227,0.606,0.202
M_2,294.8,39.29,0.0763,0.701,0.129
M_2,299.19,42.31,0.038,0.359,0.007
M_1,310.47,45.48,0.3443,0.807,0.399
M_1,304.58,44.68,0.35,0.673,0.303
M_3,303.78,39.23,0.3749,0.771,0.336
M_3,301.97,39.69,0.1331,0.567,0.136
M_1,307.61,41.55,0.5037,0.878,0.471
M_1,305.72,42.61,0.3482,0.626,0.299
M_1,306.02,42.53,0.4232,0.572,0.323
M_1,302.59,42.64,0.1629,0.494,0.136
M_3,308.24,43.09,0.4935,0.774,0.441
M_2,304.68,41.06,0.5514,0.744,0.426
M_2,306.72,39.39,0.096,0.42,0.121
M_1,303.15,40.29,0.3432,0.598,0.262
M_1,307.45,44.63,0.7729,0.884,0.606
M_3,307.89,41.66,0.284,0.684,0.306
M_1,307.97,43.62,0.6011,0.832,0.51
M_3,305.05,42.53,0.3715,0.821,0.362
M_1,306.63,41.2,0.1181,0.366,0.115
M_1,300.41,39.73,0.2449,0.65,0.202
M_3,304.2,45.11,0.3347,0.679,0.293
M_1,302.04,38.7,0.3359,0.527,0.226
M_3,307.09,45.42,0.5075,0.951,0.49
M_2,303.71,41.47,0.2132,0.604,0.205
M_3,301.04,40.1,0.3309,0.718,0.271
M_3,305.77,42.9,0.3433,0.807,0.351
M_2,301.74,40.45,0.072,0.456,0.07
M_3,304.48,41.24,0.2644,0.533,0.217
M_1,307.64,43.39,0.2829,0.5,0.248
M_3,302.37,40.87,0.3395,0.676,0.276
M_1,309.11,42.02,0.7501,0.964,0.635
M_1,307.01,37.38,0.0985,0.368,0.11
M_2,303.68,44.55,0.1889,0.512,0.165
M_2,297.93,38.62,0.0314,0.385,0.011
M_2,299.45,40.41,0.2645,0.646,0.206
M_2,309.01,39.55,0.3487,0.627,0.333
M_3,293.96,40.06,0.2999,0.702,0.241
M_2,310.8,39.77,0.65,0.978,0.606
M_3,301.96,43.38,0.4411,0.859,0.378
M_3,306.74,45.49,0.399,0.643,0.34
M_1,306.46,42.2,0.2252,0.62,0.243
M_1,306.56,43.02,0.4286,0.779,0.394
M_1,306.86,43.53,0.1556,0.526,0.184
M_3,296.59,40.24,0.2915,0.664,0.225
M_2,307.04,37.9,0.269,0.78,0.319
M_3,302.27,43.26,0.4002,0.706,0.315
M_1,303.53,44.06,0.2123,0.585,0.197
M_2,304.2,39.61,0.3762,0.612,0.294
M_2,302.99,41.33,0.071,0.476,0.088
M_1,302.31,42.66,0.0833,0.409,0.067
M_2,299.35,39.55,0.3161,0.576,0.211
M_3,309.48,40.36,0.3679,0.814,0.403
M_3,313.6,42.93,0.6461,0.939,0.621
M_3,305.73,43.42,0.519,0.811,0.44
M_2,307.58,40.21,0.2154,0.537,0.225
M_2,305.43,42.57,0.1605,0.543,0.177
M_1,308.17,45.74,0.5682,0.801,0.486
M_1,309.2,44.07,0.2098,0.766,0.307
M_2,304.36,40.1,0.3323,0.71,0.303
M_2,314.76,41.01,0.5981,0.955,0.613
M_1,298.71,37.59,0.1413,0.444,0.084
M_1,305.95,40.97,0.4638,0.699,0.381
M_2,298.64,38.91,0.2415,0.618,0.186
M_2,307.56,41.7,0.4567,0.745,0.408
M_1,311.58,41.19,0.6301,0.948,0.595
M_3,297.9,39.54,0.0228,0.277,0.0
M_1,299.95,40.5,0.1718,0.527,0.124
M_3,304.83,39.17,0.0459,0.356,0.058
M_1,304.09,40.08,0.2652,0.548,0.218
M_3,305.63,42.58,0.5615,0.99,0.514
M_3,314.47,41.58,0.5897,0.857,0.577
M_2,303.39,41.1,0.2112,0.475,0.162
M_3,302.34,43.28,0.1957,0.585,0.177
M_1,302.41,42.21,0.2703,0.539,0.201
M_3,300.53,38.93,0.2623,0.635,0.207
M_2,305.32,38.56,0.1249,0.388,0.112
M_3,299.8,39.7,0.1546,0.579,0.131
M_3,305.19,37.97,0.1881,0.514,0.18
M_2,308.85,42.28,0.3634,0.812,0.394
M_2,299.69,39.61,0.2418,0.604,0.182
M_2,304.26,40.14,0.0366,0.368,0.051
M_1,301.39,38.85,0.1254,0.559,0.124
M_1,309.43,43.91,0.334,0.722,0.358
M_1,306.23,41.14,0.1389,0.483,0.157
M_2,305.6,46.63,0.6312,0.905,0.523
M_2,299.69,38.72,0.0787,0.517,0.075
M_2,300.11,44.28,0.4278,0.773,0.327
M_1,300.49,40.8,0.2388,0.522,0.161
M_2,306.75,39.87,0.2808,0.734,0.308
M_2,299.09,42.51,0.1154,0.526,0.095
M_2,309.04,43.34,0.4229,0.79,0.419
M_2,301.25,42.76,0.3732,0.558,0.246
M_3,296.94,37.65,0.1489,0.44,0.087
M_3,304.06,42.58,0.2432,0.584,0.217
M_3,309.27,38.25,0.23,0.627,0.276
M_3,306.56,45.61,0.5119,0.772,0.433
M_2,301.95,46.92,0.363,0.862,0.34
M_3,300.32,41.13,0.1186,0.673,0.144
M_3,299.42,42.8,0.2904,0.568,0.196
M_2,299.46,44.57,0.063,0.449,0.046
M_2,297.32,42.9,0.1455,0.583,0.128
M_2,306.73,41.28,0.3585,0.622,0.313
M_2,306.0,45.43,0.24,0.718,0.275
M_2,304.92,41.32,0.1735,0.524,0.173
M_2,302.11,40.67,0.3282,0.682,0.27
M_1,302.95,41.94,0.2389,0.629,0.218
M_3,297.39,38.03,0.2274,0.6,0.174
M_1,302.08,41.28,0.2567,0.468,0.169
M_3,303.67,37.33,0.2838,0.69,0.266
M_3,300.14,40.98,0.1272,0.324,0.042
M_2,300.46,40.19,0.1397,0.441,0.087
M_1,304.29,41.21,0.3069,0.601,0.257
M_1,306.07,40.6,0.4226,0.751,0.377
M_3,303.32,44.15,0.4891,0.82,0.404
M_2,299.96,38.27,0.0703,0.362,0.024
M_2,299.48,39.3,0.0528,0.448,0.041
M_3,305.88,39.52,0.5166,0.962,0.486
M_1,301.33,42.36,0.0749,0.562,0.099
M_3,300.93,39.77,0.2789,0.721,0.245
M_2,305.05,43.84,0.1181,0.435,0.12
M_2,300.99,42.03,0.0879,0.452,0.069
M_2,303.71,43.19,0.2343,0.709,0.247
M_3,299.52,39.42,0.1333,0.486,0.092
M_2,313.82,43.92,0.7303,0.939,0.665
M_2,299.01,37.07,0.1185,0.566,0.109
M_1,303.02,44.2,0.2596,0.649,0.235
M_1,300.46,45.57,0.4037,0.804,0.328
M_1,300.86,41.11,0.2814,0.592,0.207
M_1,306.09,42.56,0.2108,0.543,0.209
M_1,305.08,38.08,0.2274,0.632,0.234
M_1,307.65,46.49,0.4851,0.754,0.425
M_1,298.22,42.14,0.1731,0.38,0.081
M_1,300.5,39.42,0.3776,0.768,0.304
M_3,301.27,43.24,0.2971,0.683,0.246
M_2,307.38,45.66,0.4604,0.737,0.405
M_1,299.77,37.57,0.1113,0.508,0.088
M_2,304.75,44.54,0.5733,0.823,0.461
M_2,301.05,39.51,0.1866,0.552,0.149
M_2,309.39,36.44,0.2595,0.528,0.262
M_1,306.85,46.42,0.3812,0.891,0.406
M_1,308.58,45.8,0.382,0.728,0.375
M_3,307.35,45.51,0.4131,0.732,0.38
M_2,313.04,42.82,0.5904,0.758,0.533
M_3,303.25,42.6,0.3299,0.661,0.276
M_2,305.9,43.12,0.3426,0.805,0.352
M_1,305.65,41.11,0.2827,0.674,0.28
M_3,302.02,39.42,0.138,0.603,0.15
M_2,302.08,39.48,0.1931,0.691,0.205
M_1,311.97,45.27,0.652,0.899,0.595
M_2,303.88,38.72,0.3229,0.58,0.254
M_2,302.86,40.83,0.1709,0.46,0.132
M_1,304.99,42.65,0.2147,0.473,0.179
M_2,307.08,41.37,0.3932,0.674,0.35
M_3,307.43,42.29,0.5594,0.781,0.468
M_1,302.84,40.14,0.0352,0.588,0.103
M_2,308.87,41.17,0.3728,0.781,0.389
M_3,302.8,42.21,0.1852,0.518,0.156
M_1,304.0,38.63,0.3655,0.77,0.334
M_3,305.05,39.03,0.3053,0.681,0.287
M_3,303.6,40.63,0.3005,0.619,0.252
M_2,303.94,44.7,0.0799,0.439,0.091
M_1,304.79,42.57,0.3479,0.743,0.325
M_1,299.0,39.61,0.0984,0.492,0.077
M_1,300.1,39.18,0.2713,0.6,0.197
M_3,306.51,43.17,0.3222,0.711,0.32
M_3,307.39,42.62,0.3789,0.674,0.346
M_2,306.04,39.95,0.3127,0.674,0.299
M_2,305.52,41.08,0.431,0.873,0.413
M_3,304.95,41.12,0.1239,0.416,0.116
M_2,302.59,38.68,0.1593,0.58,0.16
M_2,300.43,39.36,0.1433,0.432,0.086
M_2,311.68,37.33,0.3045,0.605,0.33
M_1,300.47,40.02,0.2425,0.561,0.174
M_3,305.91,40.24,0.2309,0.624,0.242
M_2,300.5,40.03,0.1129,0.509,0.094
M_1,299.37,42.26,0.0475,0.459,0.041
M_2,303.87,45.99,0.4216,0.689,0.336
M_2,297.89,40.07,0.3026,0.674,0.233
M_2,300.25,39.02,0.0961,0.438,0.062
M_2,302.45,40.32,0.1813,0.581,0.17
M_3,309.51,40.74,0.4515,0.731,0.42
M_3,306.9,37.9,0.0755,0.611,0.17
M_1,311.73,40.17,0.459,0.793,0.465
M_1,306.79,38.49,0.2247,0.608,0.243
M_3,297.33,42.5,0.1563,0.65,0.153
M_2,305.87,41.68,0.6069,0.914,0.516
M_1,306.4,39.39,0.2186,0.366,0.163
M_3,302.19,39.33,0.3132,0.711,0.272
M_1,302.17,41.05,0.3661,0.716,0.3
M_3,302.73,40.28,0.2904,0.628,0.241
M_2,307.01,38.95,0.3606,0.683,0.335
M_1,309.74,45.01,0.5379,0.89,0.513
M_3,306.36,37.08,0.2299,0.616,0.243
M_1,300.96,38.99,0.2857,0.8,0.272
M_1,309.48,44.94,0.3585,0.715,0.369
M_3,301.33,39.09,0.1686,0.482,0.122
M_2,305.22,40.46,0.2584,0.66,0.259
M_1,301.57,40.58,0.3106,0.776,0.284
M_1,307.7,43.41,0.4569,0.756,0.412
M_3,303.62,45.58,0.1996,0.666,0.216
M_2,302.27,39.55,0.2213,0.593,0.191
M_1,308.36,39.07,0.3318,0.833,0.379
M_3,311.75,42.97,0.3451,0.725,0.387
M_1,306.04,42.52,0.316,0.714,0.312
M_1,299.78,38.95,0.0775,0.479,0.062
M_1,296.39,42.18,0.3369,0.582,0.223
M_2,301.97,41.77,0.044,0.312,0.015
M_2,308.62,40.83,0.5714,0.75,0.477
M_3,295.96,42.49,0.2045,0.488,0.129
M_2,301.3,41.18,0.1323,0.589,0.136
M_2,304.89,44.79,0.3601,0.693,0.317
M_1,304.96,41.76,0.3179,0.677,0.292
M_1,306.25,38.94,0.3722,0.72,0.345
M_1,307.89,42.62,0.2848,0.538,0.263
M_2,304.01,42.31,0.6151,0.957,0.515
M_1,304.11,40.02,0.4268,0.715,0.349
M_2,302.0,39.23,0.097,0.596,0.127
M_1,300.66,38.08,0.1025,0.426,0.066
M_3,310.47,42.68,0.4571,0.841,0.465
M_2,308.65,35.33,0.3682,0.745,0.374
M_3,310.9,42.14,0.5312,0.916,0.529
M_3,295.65,39.83,0.1451,0.437,0.084
M_3,299.24,42.47,0.0874,0.438,0.055
M_1,294.07,43.27,0.0659,0.44,0.045
M_2,300.18,40.37,0.21,0.649,0.181
M_3,309.92,42.96,0.3566,0.708,0.37
M_1,295.6,39.58,0.0312,0.4,0.016
M_1,300.49,41.91,0.2834,0.768,0.257
M_1,303.52,42.69,0.3395,0.629,0.274
M_3,304.99,39.42,0.1874,0.477,0.167
M_1,301.13,42.72,0.1541,0.449,0.103
M_2,300.3,43.23,0.1972,0.503,0.132
M_2,303.06,42.59,0.1078,0.582,0.139
M_1,299.55,36.75,0.0278,0.437,0.025
M_2,302.71,40.92,0.0767,0.4,0.065
M_1,304.35,40.24,0.195,0.504,0.172
M_2,305.57,40.45,0.3729,0.744,0.345
M_1,301.86,41.33,0.2362,0.56,0.185
M_2,308.29,44.04,0.4173,0.687,0.378
M_1,303.0,40.33,0.1576,0.505,0.14
M_1,306.13,40.32,0.2449,0.579,0.237
M_2,301.13,37.44,0.0897,0.545,0.1
M_3,299.4,43.21,0.2239,0.558,0.159
M_3,302.22,39.54,0.1433,0.533,0.134
M_1,306.39,45.61,0.5057,0.782,0.431
M_1,309.16,43.33,0.5251,0.772,0.466
M_1,305.99,41.26,0.2487,0.591,0.242
M_3,309.61,40.1,0.4196,0.677,0.389
M_3,304.41,40.92,0.2844,0.588,0.243
M_3,304.34,41.19,0.6478,0.857,0.504
M_3,309.67,40.66,0.293,0.541,0.285
M_2,296.53,39.65,0.1954,0.567,0.148
M_3,309.65,39.94,0.5081,0.928,0.509
M_1,300.21,39.35,0.2771,0.559,0.188
M_3,299.86,37.43,0.274,0.541,0.179
M_1,305.83,41.35,0.5371,0.681,0.411
M_2,310.86,41.65,0.6592,1.049,0.633
M_3,305.5,45.87,0.2255,0.547,0.212
M_1,296.72,39.87,0.139,0.445,0.083
M_1,307.56,46.46,0.4622,0.713,0.401
M_2,304.11,39.08,0.2592,0.522,0.207
M_2,302.95,39.43,0.1388,0.436,0.11
M_1,304.17,42.75,0.1492,0.589,0.173
M_3,304.76,36.52,0.4237,0.781,0.374
M_3,307.41,41.14,0.3502,0.577,0.302
M_3,301.93,41.79,0.3512,0.713,0.289
M_2,307.4,42.2,0.5649,0.923,0.513
M_2,306.34,42.29,0.3559,0.704,0.332
M_1,302.71,40.89,0.2385,0.692,0.234
M_1,313.04,43.04,0.3931,0.734,0.427
M_1,307.32,44.86,0.5483,0.882,0.492
M_1,304.64,41.69,0.1492,0.648,0.196
M_1,303.98,38.46,0.177,0.68,0.212
M_1,309.99,41.22,0.293,0.682,0.331
M_1,301.84,41.94,0.3412,0.64,0.261
M_1,307.42,44.43,0.3091,0.562,0.277
M_1,307.52,42.04,0.4979,0.652,0.4
M_1,301.45,42.36,0.1373,0.509,0.116
M_1,302.35,40.62,0.0177,0.515,0.067
M_2,312.53,41.63,0.4417,0.685,0.432
M_3,301.34,39.83,0.2012,0.528,0.152
M_1,307.03,41.39,0.427,0.655,0.36
M_1,302.37,41.94,0.134,0.463,0.11
M_1,303.31,38.63,0.1846,0.53,0.164
M_2,302.1,45.58,0.238,0.474,0.162
M_3,299.19,39.33,0.0439,0.367,0.012
M_1,311.03,42.09,0.4322,0.869,0.467
M_2,308.07,46.14,0.5622,0.731,0.461
M_1,301.79,42.43,0.1981,0.525,0.155
M_3,310.4,41.42,0.3439,0.606,0.338
M_1,303.8,41.22,0.1199,0.446,0.112
M_3,307.93,44.84,0.3156,0.737,0.338
M_1,302.84,42.18,0.0701,0.347,0.047
M_3,304.65,43.48,0.2014,0.615,0.212
M_2,309.01,36.81,0.1191,0.526,0.188
M_2,297.02,41.1,0.074,0.425,0.044
M_1,295.21,41.57,0.0866,0.542,0.086
M_3,298.32,42.6,0.1715,0.504,0.117
M_1,297.66,40.59,0.0084,0.4,0.004
M_1,307.32,36.59,0.4155,0.828,0.409
M_2,299.72,40.51,0.2066,0.526,0.141
M_3,300.64,42.12,0.0955,0.522,0.091
M_2,304.67,38.61,0.1166,0.451,0.12
M_3,301.06,40.74,0.1113,0.444,0.079
M_2,304.56,42.06,0.5105,0.801,0.421
M_3,309.4,40.23,0.6722,0.954,0.596
M_3,305.21,38.75,0.1546,0.585,0.185
M_1,305.35,42.45,0.4728,0.865,0.429
M_1,301.19,40.46,0.1042,0.436,0.075
M_3,299.9,42.58,0.4366,0.724,0.315
M_1,304.29,42.02,0.1867,0.468,0.157
M_2,299.14,42.7,0.0663,0.377,0.026
M_2,306.39,39.04,0.3128,0.691,0.308
M_2,305.27,41.76,0.2639,0.645,0.258
M_2,304.43,42.7,0.038,0.422,0.07
M_1,301.99,40.83,0.3362,0.828,0.316
M_2,301.13,40.62,0.1536,0.515,0.122
M_2,306.82,40.74,0.3803,0.726,0.356
M_1,306.69,41.5,0.288,0.645,0.284
M_2,306.87,44.59,0.4313,0.844,0.418
M_1,306.01,42.64,0.2108,0.647,0.24
M_1,310.17,44.98,0.6071,0.894,0.554
M_3,315.59,47.56,0.6887,0.804,0.621
M_1,304.56,41.29,0.3685,0.638,0.301
M_2,301.63,38.85,0.2556,0.507,0.176
M_1,304.49,41.98,0.386,0.848,0.372
M_1,308.37,42.46,0.5195,0.966,0.513
M_1,304.73,40.93,0.1136,0.375,0.097
M_1,305.98,43.57,0.3248,0.611,0.286
M_3,310.5,39.2,0.517,0.931,0.523
M_1,303.05,39.32,0.2745,0.572,0.219
M_1,315.82,42.88,0.636,0.926,0.634
M_3,308.2,43.68,0.2573,0.646,0.285
M_2,300.8,39.18,0.2789,0.607,0.209
M_1,305.79,42.41,0.2704,0.723,0.29
M_3,301.94,40.5,0.1964,0.621,0.184
M_3,303.01,39.86,0.1033,0.524,0.119
M_3,300.41,40.9,0.2559,0.76,0.24
M_3,307.95,40.45,0.3056,0.615,0.297
M_1,305.07,39.06,0.1732,0.47,0.158
M_3,303.39,39.11,0.1989,0.519,0.169
M_2,308.47,45.06,0.3935,0.731,0.381
M_2,305.92,43.33,0.1125,0.437,0.127
M_1,305.89,38.87,0.2122,0.677,0.248
M_2,301.97,42.18,0.4193,0.73,0.328
M_3,299.9,40.94,0.1351,0.511,0.101
M_2,299.99,38.79,0.3463,0.578,0.227
M_3,300.42,43.08,0.1546,0.481,0.106
M_3,302.94,44.09,0.1898,0.528,0.163
M_3,304.22,37.46,0.1009,0.486,0.118
M_1,308.08,43.61,0.4661,0.821,0.44
M_1,302.69,39.1,0.1117,0.374,0.075
M_3,300.78,41.35,0.2224,0.651,0.194
M_3,299.25,37.5,0.03,0.245,0.0
M_1,302.94,38.12,0.2142,0.652,0.212
M_3,296.94,41.15,0.0787,0.42,0.045
M_2,308.05,44.76,0.339,0.649,0.325
M_3,309.34,45.9,0.4626,1.057,0.522
M_2,305.31,39.65,0.2273,0.525,0.204
M_2,309.84,39.0,0.2925,0.62,0.311
M_3,298.9,40.29,0.1716,0.572,0.137
M_1,304.87,43.01,0.3746,0.691,0.323
M_1,298.65,42.97,0.5918,0.79,0.413
M_1,300.77,39.2,0.1067,0.468,0.081
M_3,297.78,39.25,0.2021,0.597,0.16
M_1,304.48,40.95,0.327,0.677,0.291
M_2,308.26,41.21,0.3265,0.661,0.324
M_3,307.4,42.52,0.5371,0.864,0.482
M_3,306.97,43.87,0.4921,0.774,0.428
M_3,309.6,42.38,0.4543,0.675,0.406
M_1,300.87,39.27,0.1162,0.56,0.115
M_1,304.36,42.36,0.3484,0.722,0.315
M_3,306.68,41.11,0.4284,0.66,0.359
M_1,303.18,41.44,0.3922,0.789,0.344
M_3,304.0,39.56,0.218,0.499,0.179
M_2,297.64,37.1,0.0335,0.479,0.04
M_2,300.95,42.8,0.1187,0.484,0.094
M_1,306.23,41.07,0.1876,0.456,0.173
M_1,300.4,39.24,0.448,0.655,0.305
M_3,313.35,38.8,0.5347,0.855,0.537
M_2,308.13,44.26,0.598,0.971,0.552
M_2,303.17,43.94,0.1571,0.543,0.153
M_3,296.8,38.21,0.1149,0.653,0.133
